HomeTeam,AwayTeam,Winner,Player,GoalTime
Belarus,Kosovo,Belarus,Max Ebong,75
Belarus,Kosovo,Kosovo,Vedat Muriqi,87
England,North Macedonia,England,Harry Kane,29
England,North Macedonia,England,Bukayo Saka,38
England,North Macedonia,England,Marcus Rashford,45
England,North Macedonia,England,Bukayo Saka,47
England,North Macedonia,England,Bukayo Saka,51
England,North Macedonia,England,Kalvin Phillips,64
England,North Macedonia,England,Harry Kane,73
Finland,San Marino,Finland,Glen Kamara,16
Finland,San Marino,Finland,Benjamin Källman,39
Finland,San Marino,Finland,Daniel Håkans,65
Finland,San Marino,Finland,Daniel Håkans,72
Finland,San Marino,Finland,Daniel Håkans,74
Finland,San Marino,Finland,Teemu Pukki,76
France,Greece,France,Kylian Mbappé,55
Israel,Andorra,Israel,Raz Shlomo,42
Israel,Andorra,Andorra,Albert Rosas,52
Israel,Andorra,Israel,Manor Solomon,61
Northern Ireland,Kazakhstan,Kazakhstan,Abat Aymbetov,88
Republic of Ireland,Gibraltar,Republic of Ireland,Mikey Johnston,52
Republic of Ireland,Gibraltar,Republic of Ireland,Evan Ferguson,59
Republic of Ireland,Gibraltar,Republic of Ireland,Adam Idah,90
Slovenia,Denmark,Slovenia,Andraž Šporar,25
Slovenia,Denmark,Denmark,Rasmus Højlund,42
Switzerland,Romania,Switzerland,Zeki Amdouni,28
Switzerland,Romania,Switzerland,Zeki Amdouni,41
Switzerland,Romania,Romania,Valentin Mihăilă,89
Switzerland,Romania,Romania,Valentin Mihăilă,90
Turkey,Wales,Turkey,Umut Nayir,72
Turkey,Wales,Turkey,Arda Güler,80
Ukraine,Malta,Ukraine,Viktor Tsyhankov,72
Austria,Sweden,Austria,Christoph Baumgartner,81
Austria,Sweden,Austria,Christoph Baumgartner,89
Bosnia and Herzegovina,Luxembourg,Luxembourg,Yvandro Borges Sanches,4
Bosnia and Herzegovina,Luxembourg,Luxembourg,Danel Sinani,74
Bulgaria,Serbia,Bulgaria,Kiril Despodov,47
Bulgaria,Serbia,Serbia,Darko Lazović,90
Estonia,Belgium,Belgium,Romelu Lukaku,37
Estonia,Belgium,Belgium,Romelu Lukaku,40
Estonia,Belgium,Belgium,Johan Bakayoko,90
Faroe Islands,Albania,Albania,Nedim Bajrami,20
Faroe Islands,Albania,Faroe Islands,Odmar Færø,45
Faroe Islands,Albania,Albania,Kristjan Asllani,51
Faroe Islands,Albania,Albania,Ernest Muçi,90
Hungary,Lithuania,Hungary,Barnabás Varga,32
Hungary,Lithuania,Hungary,Roland Sallai,83
Iceland,Portugal,Portugal,Cristiano Ronaldo,89
Liechtenstein,Slovakia,Slovakia,Denis Vavro,45
Moldova,Poland,Poland,Arkadiusz Milik,12
Moldova,Poland,Poland,Robert Lewandowski,34
Moldova,Poland,Moldova,Ion Nicolaescu,48
Moldova,Poland,Moldova,Ion Nicolaescu,79
Moldova,Poland,Moldova,Vladislav Baboglo,85
Norway,Cyprus,Norway,Ola Solbakken,12
Norway,Cyprus,Norway,Erling Haaland,56
Norway,Cyprus,Norway,Erling Haaland,60
Norway,Cyprus,Cyprus,Grigoris Kastanos,90
Scotland,Georgia,Scotland,Callum McGregor,6
Scotland,Georgia,Scotland,Scott McTominay,47
United States,Jamaica,Jamaica,Damion Lowe,13
United States,Jamaica,United States,Brandon Vázquez,88
Haiti,Qatar,Qatar,Yusuf Abdurisag,20
Haiti,Qatar,Haiti,Duckens Nazon,45
Haiti,Qatar,Haiti,Frantzdy Pierrot,90
Mexico,Honduras,Mexico,Luis Romo,1
Mexico,Honduras,Mexico,Luis Romo,23
Mexico,Honduras,Mexico,Orbelín Pineda,52
Mexico,Honduras,Mexico,Luis Chávez,64
Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Alvin Jones,43
Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Ajani Fortune,65
Trinidad and Tobago,Saint Kitts and Nevis,Trinidad and Tobago,Jameel Ible,73
Costa Rica,Panama,Panama,José Fajardo,23
Costa Rica,Panama,Panama,Yoel Bárcenas,68
Costa Rica,Panama,Costa Rica,Aarón Suárez,90
El Salvador,Martinique,Martinique,Patrick Burner,11
El Salvador,Martinique,Martinique,Kévin Fortuné,16
El Salvador,Martinique,El Salvador,Bryan Tamacas,90
Canada,Guadeloupe,Guadeloupe,Thierry Ambrose,23
Canada,Guadeloupe,Canada,Lucas Cavallini,49
Canada,Guadeloupe,Canada,Méddy Lina,70
Canada,Guadeloupe,Guadeloupe,Jacen Russell-Rowe,90
Guatemala,Cuba,Guatemala,Darwin Lom,48
Jamaica,Trinidad and Tobago,Jamaica,Demarai Gray,14
Jamaica,Trinidad and Tobago,Jamaica,Leon Bailey,18
Jamaica,Trinidad and Tobago,Jamaica,Demarai Gray,30
Jamaica,Trinidad and Tobago,Trinidad and Tobago,Andre Rampersad,49
Jamaica,Trinidad and Tobago,Jamaica,Dujuan Richards,90
United States,Saint Kitts and Nevis,United States,Djordje Mihailovic,12
United States,Saint Kitts and Nevis,United States,Bryan Reynolds,14
United States,Saint Kitts and Nevis,United States,Jesús Ferreira,16
United States,Saint Kitts and Nevis,United States,Jesús Ferreira,25
United States,Saint Kitts and Nevis,United States,Jesús Ferreira,50
United States,Saint Kitts and Nevis,United States,Djordje Mihailovic,79
Haiti,Mexico,Mexico,Henry Martín,46
Haiti,Mexico,Mexico,Ricardo Adé,56
Haiti,Mexico,Haiti,Danley Jean Jacques,78
Haiti,Mexico,Mexico,Santiago Giménez,83
Qatar,Honduras,Qatar,Tameem Al-Abdullah,7
Qatar,Honduras,Honduras,Alberth Elis,90
Martinique,Panama,Panama,José Fajardo,57
Martinique,Panama,Panama,Michael Amir Murillo,69
Martinique,Panama,Martinique,Karl Fabien,90
Cuba,Guadeloupe,Guadeloupe,Matthias Phaëton,13
Cuba,Guadeloupe,Guadeloupe,Ange-Freddy Plumain,41
Cuba,Guadeloupe,Guadeloupe,Matthias Phaëton,43
Cuba,Guadeloupe,Guadeloupe,Anthony Baron,50
Cuba,Guadeloupe,Cuba,Arichel Hernández,62
Honduras,Haiti,Haiti,Frantzdy Pierrot,20
Honduras,Haiti,Honduras,Jerry Bengtson,42
Honduras,Haiti,Honduras,José Pinto,59
Jamaica,Saint Kitts and Nevis,Jamaica,Julani Archibald,30
Jamaica,Saint Kitts and Nevis,Jamaica,Jon Russell,45
Jamaica,Saint Kitts and Nevis,Jamaica,Di'Shon Bernard,49
Jamaica,Saint Kitts and Nevis,Jamaica,Daniel Johnson,72
Jamaica,Saint Kitts and Nevis,Jamaica,Cory Burke,74
Mexico,Qatar,Qatar,Hazem Shehata,27
United States,Trinidad and Tobago,United States,Jesús Ferreira,14
United States,Trinidad and Tobago,United States,Jesús Ferreira,38
United States,Trinidad and Tobago,United States,Jesús Ferreira,45
United States,Trinidad and Tobago,United States,Cade Cowell,65
United States,Trinidad and Tobago,United States,Gianluca Busio,79
United States,Trinidad and Tobago,United States,Brandon Vázquez,90
Canada,Cuba,Canada,Junior Hoilett,21
Canada,Cuba,Canada,Jonathan Osorio,27
Canada,Cuba,Cuba,Luis Paradela,45
Canada,Cuba,Canada,Jayden Nelson,47
Canada,Cuba,Canada,Liam Millar,62
Canada,Cuba,Cuba,Maikel Reyes,89
Costa Rica,Martinique,Costa Rica,Kendall Waston,10
Costa Rica,Martinique,Martinique,Patrick Burner,18
Costa Rica,Martinique,Costa Rica,Francisco Calvo,41
Costa Rica,Martinique,Costa Rica,Juan Pablo Vargas,55
Costa Rica,Martinique,Costa Rica,Joel Campbell,59
Costa Rica,Martinique,Costa Rica,Anthony Contreras,68
Costa Rica,Martinique,Martinique,Brighton Labeau,75
Costa Rica,Martinique,Martinique,Patrick Burner,79
Costa Rica,Martinique,Costa Rica,Diego Campos,90
Costa Rica,Martinique,Martinique,Jonathan Mexique,90
Guadeloupe,Guatemala,Guadeloupe,Andreaw Gravillon,27
Guadeloupe,Guatemala,Guatemala,Rubio Rubin,39
Guadeloupe,Guatemala,Guadeloupe,Ange-Freddy Plumain,63
Guadeloupe,Guatemala,Guatemala,Rubio Rubin,70
Guadeloupe,Guatemala,Guatemala,Carlos Mejía,76
Panama,El Salvador,El Salvador,Brayan Gil,4
Panama,El Salvador,Panama,Fidel Escobar,26
Panama,El Salvador,Panama,Ismael Díaz,71
Panama,El Salvador,El Salvador,Mayer Gil,90
Mexico,Costa Rica,Mexico,Orbelín Pineda,52
Mexico,Costa Rica,Mexico,Érick Sánchez,87
Panama,Qatar,Panama,Yoel Bárcenas,19
Panama,Qatar,Panama,Ismael Díaz,56
Panama,Qatar,Panama,Ismael Díaz,63
Panama,Qatar,Panama,Ismael Díaz,65
Guatemala,Jamaica,Jamaica,Amari'i Bell,51
United States,Canada,United States,Brandon Vázquez,88
United States,Canada,Canada,Steven Vitória,90
United States,Canada,Canada,Jacob Shaffelburg,109
United States,Canada,United States,Scott Kennedy,114
Jamaica,Mexico,Mexico,Henry Martín,2
Jamaica,Mexico,Mexico,Luis Chávez,30
Jamaica,Mexico,Mexico,Roberto Alvarado,90
United States,Panama,Panama,Iván Anderson,99
United States,Panama,United States,Jesús Ferreira,105
Mexico,Panama,Mexico,Santiago Giménez,88
Czech Republic,Albania,Czech Republic,Václav Černý,56
Czech Republic,Albania,Albania,Nedim Bajrami,66
Denmark,San Marino,Denmark,Pierre-Emile Højbjerg,26
Denmark,San Marino,Denmark,Joakim Mæhle,28
Denmark,San Marino,Denmark,Jonas Wind,40
Denmark,San Marino,Denmark,Christian Eriksen,90
France,Republic of Ireland,France,Aurélien Tchouaméni,19
France,Republic of Ireland,France,Marcus Thuram,48
Kazakhstan,Finland,Finland,Oliver Antman,78
Lithuania,Montenegro,Lithuania,Gytis Paulauskas,71
Lithuania,Montenegro,Montenegro,Nikola Krstović,78
Lithuania,Montenegro,Montenegro,Stefan Savić,89
Lithuania,Montenegro,Lithuania,Fedor Černych,90
Netherlands,Greece,Netherlands,Marten de Roon,17
Netherlands,Greece,Netherlands,Cody Gakpo,31
Netherlands,Greece,Netherlands,Wout Weghorst,39
Poland,Faroe Islands,Poland,Robert Lewandowski,73
Poland,Faroe Islands,Poland,Robert Lewandowski,83
Serbia,Hungary,Serbia,Attila Szalai,10
Serbia,Hungary,Hungary,Barnabás Varga,34
Serbia,Hungary,Hungary,Willi Orbán,36
Slovenia,Northern Ireland,Slovenia,Andraž Šporar,3
Slovenia,Northern Ireland,Northern Ireland,Isaac Price,7
Slovenia,Northern Ireland,Slovenia,Jonny Evans,17
Slovenia,Northern Ireland,Slovenia,Benjamin Šeško,42
Slovenia,Northern Ireland,Northern Ireland,Jonny Evans,53
Slovenia,Northern Ireland,Slovenia,Andraž Šporar,56
Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,Edin Džeko,3
Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,Simon Lüchinger,18
Bosnia and Herzegovina,Liechtenstein,Liechtenstein,Sandro Wolfinger,21
Croatia,Latvia,Croatia,Bruno Petković,3
Croatia,Latvia,Croatia,Luka Ivanušec,13
Croatia,Latvia,Croatia,Bruno Petković,44
Croatia,Latvia,Croatia,Andrej Kramarić,68
Croatia,Latvia,Croatia,Mario Pašalić,78
Cyprus,Scotland,Scotland,Scott McTominay,6
Cyprus,Scotland,Scotland,Ryan Porteous,16
Cyprus,Scotland,Scotland,John McGinn,30
Georgia,Spain,Spain,Álvaro Morata,22
Georgia,Spain,Spain,Solomon Kvirkvelia,27
Georgia,Spain,Spain,Dani Olmo,38
Georgia,Spain,Spain,Álvaro Morata,40
Georgia,Spain,Georgia,Giorgi Chakvetadze,49
Georgia,Spain,Spain,Álvaro Morata,66
Georgia,Spain,Spain,Nico Williams,68
Georgia,Spain,Spain,Lamine Yamal,74
Luxembourg,Iceland,Luxembourg,Maxime Chanot,9
Luxembourg,Iceland,Luxembourg,Yvandro Borges Sanches,70
Luxembourg,Iceland,Iceland,Hákon Arnar Haraldsson,88
Luxembourg,Iceland,Luxembourg,Danel Sinani,89
Slovakia,Portugal,Portugal,Bruno Fernandes,43
Turkey,Armenia,Armenia,Artak Dashyan,49
Turkey,Armenia,Turkey,Bertuğ Yıldırım,88
Azerbaijan,Belgium,Belgium,Yannick Carrasco,38
Estonia,Sweden,Sweden,Viktor Gyökeres,18
Estonia,Sweden,Sweden,Dejan Kulusevski,24
Estonia,Sweden,Sweden,Alexander Isak,39
Estonia,Sweden,Sweden,Robin Quaison,75
Estonia,Sweden,Sweden,Viktor Claesson,90
Kosovo,Switzerland,Switzerland,Remo Freuler,14
Kosovo,Switzerland,Kosovo,Vedat Muriqi,65
Kosovo,Switzerland,Switzerland,Amir Rrahmani,79
Kosovo,Switzerland,Kosovo,Vedat Muriqi,90
North Macedonia,Italy,Italy,Ciro Immobile,47
North Macedonia,Italy,North Macedonia,Enis Bardhi,81
Romania,Israel,Romania,Denis Alibec,27
Romania,Israel,Israel,Oscar Gloukh,53
Ukraine,England,Ukraine,Oleksandr Zinchenko,26
Ukraine,England,England,Kyle Walker,41
Albania,Poland,Albania,Jasir Asani,37
Albania,Poland,Albania,Mirlind Daku,62
Faroe Islands,Moldova,Moldova,Vadim Rață,53
Finland,Denmark,Denmark,Pierre-Emile Højbjerg,86
Greece,Gibraltar,Greece,Dimitrios Pelkas,9
Greece,Gibraltar,Greece,Konstantinos Mavropanos,23
Greece,Gibraltar,Greece,Giorgos Masouras,70
Greece,Gibraltar,Greece,Konstantinos Mavropanos,83
Greece,Gibraltar,Greece,Giorgos Masouras,90
Kazakhstan,Northern Ireland,Kazakhstan,Maksim Samorodov,27
Lithuania,Serbia,Serbia,Aleksandar Mitrović,21
Lithuania,Serbia,Serbia,Aleksandar Mitrović,32
Lithuania,Serbia,Serbia,Aleksandar Mitrović,43
Lithuania,Serbia,Lithuania,Gytis Paulauskas,45
Montenegro,Bulgaria,Montenegro,Stefan Savić,45
Montenegro,Bulgaria,Bulgaria,Preslav Borukov,79
Montenegro,Bulgaria,Montenegro,Stevan Jovetić,90
Republic of Ireland,Netherlands,Republic of Ireland,Adam Idah,5
Republic of Ireland,Netherlands,Netherlands,Cody Gakpo,19
Republic of Ireland,Netherlands,Netherlands,Wout Weghorst,56
San Marino,Slovenia,Slovenia,Žan Vipotnik,4
San Marino,Slovenia,Slovenia,Jan Mlakar,16
San Marino,Slovenia,Slovenia,Sandi Lovrić,61
San Marino,Slovenia,Slovenia,Žan Karničnik,67
Armenia,Croatia,Croatia,Andrej Kramarić,13
Iceland,Bosnia and Herzegovina,Iceland,Alfreð Finnbogason,90
Latvia,Wales,Wales,Aaron Ramsey,29
Latvia,Wales,Wales,David Brooks,90
Portugal,Luxembourg,Portugal,Gonçalo Inácio,12
Portugal,Luxembourg,Portugal,Gonçalo Ramos,18
Portugal,Luxembourg,Portugal,Gonçalo Ramos,34
Portugal,Luxembourg,Portugal,Gonçalo Inácio,45
Portugal,Luxembourg,Portugal,Diogo Jota,58
Portugal,Luxembourg,Portugal,Ricardo Horta,67
Portugal,Luxembourg,Portugal,Diogo Jota,78
Portugal,Luxembourg,Portugal,Bruno Fernandes,83
Portugal,Luxembourg,Portugal,João Félix,88
Slovakia,Liechtenstein,Slovakia,Dávid Hancko,1
Slovakia,Liechtenstein,Slovakia,Ondrej Duda,3
Slovakia,Liechtenstein,Slovakia,Róbert Mak,6
Belgium,Estonia,Belgium,Jan Vertonghen,4
Belgium,Estonia,Belgium,Leandro Trossard,18
Belgium,Estonia,Belgium,Romelu Lukaku,56
Belgium,Estonia,Belgium,Romelu Lukaku,58
Belgium,Estonia,Belgium,Charles De Ketelaere,88
Israel,Belarus,Israel,Gabi Kanichowsky,90
Italy,Ukraine,Italy,Davide Frattesi,12
Italy,Ukraine,Italy,Davide Frattesi,29
Italy,Ukraine,Ukraine,Andriy Yarmolenko,41
Malta,North Macedonia,North Macedonia,Elif Elmas,5
Malta,North Macedonia,North Macedonia,Jovan Manev,41
Norway,Georgia,Norway,Erling Haaland,25
Norway,Georgia,Norway,Martin Ødegaard,33
Norway,Georgia,Georgia,Budu Zivzivadze,90
Romania,Kosovo,Romania,Nicolae Stanciu,83
Romania,Kosovo,Romania,Valentin Mihăilă,90
Spain,Cyprus,Spain,Gavi,18
Spain,Cyprus,Spain,Mikel Merino,33
Spain,Cyprus,Spain,Joselu,70
Spain,Cyprus,Spain,Ferran Torres,73
Spain,Cyprus,Spain,Álex Baena,77
Spain,Cyprus,Spain,Ferran Torres,83
Sweden,Austria,Austria,Michael Gregoritsch,53
Sweden,Austria,Austria,Marko Arnautović,56
Sweden,Austria,Austria,Marko Arnautović,69
Sweden,Austria,Sweden,Emil Holm,90
Switzerland,Andorra,Switzerland,Cedric Itten,49
Switzerland,Andorra,Switzerland,Granit Xhaka,84
Switzerland,Andorra,Switzerland,Xherdan Shaqiri,90
Albania,Czech Republic,Albania,Jasir Asani,9
Albania,Czech Republic,Albania,Taulant Seferi,51
Albania,Czech Republic,Albania,Taulant Seferi,73
Andorra,Kosovo,Kosovo,Milot Rashica,26
Andorra,Kosovo,Kosovo,Milot Rashica,71
Andorra,Kosovo,Kosovo,Altin Zeqiri,83
Croatia,Turkey,Turkey,Barış Alper Yılmaz,30
Cyprus,Norway,Norway,Alexander Sørloth,33
Cyprus,Norway,Norway,Erling Haaland,65
Cyprus,Norway,Norway,Erling Haaland,72
Cyprus,Norway,Norway,Fredrik Aursnes,81
Faroe Islands,Poland,Poland,Sebastian Szymański,4
Faroe Islands,Poland,Poland,Adam Buksa,65
Latvia,Armenia,Latvia,Jānis Ikaunieks,39
Latvia,Armenia,Latvia,Daniels Balodis,68
Spain,Scotland,Spain,Álvaro Morata,73
Spain,Scotland,Spain,Oihan Sancet,86
Austria,Belgium,Belgium,Dodi Lukebakio,12
Austria,Belgium,Belgium,Dodi Lukebakio,55
Austria,Belgium,Belgium,Romelu Lukaku,58
Austria,Belgium,Austria,Konrad Laimer,72
Austria,Belgium,Austria,Marcel Sabitzer,84
Estonia,Azerbaijan,Azerbaijan,Toral Bayramov,9
Estonia,Azerbaijan,Azerbaijan,Ramil Sheydayev,45
Iceland,Luxembourg,Iceland,Orri Óskarsson,23
Iceland,Luxembourg,Luxembourg,Gerson Rodrigues,46
Liechtenstein,Bosnia and Herzegovina,Bosnia and Herzegovina,Amar Rahmanović,13
Liechtenstein,Bosnia and Herzegovina,Bosnia and Herzegovina,Miroslav Stevanović,41
Netherlands,France,France,Kylian Mbappé,7
Netherlands,France,France,Kylian Mbappé,53
Netherlands,France,Netherlands,Quilindschy Hartman,83
Portugal,Slovakia,Portugal,Gonçalo Ramos,18
Portugal,Slovakia,Portugal,Cristiano Ronaldo,29
Portugal,Slovakia,Slovakia,Dávid Hancko,69
Portugal,Slovakia,Portugal,Cristiano Ronaldo,72
Portugal,Slovakia,Slovakia,Stanislav Lobotka,80
Republic of Ireland,Greece,Greece,Giorgos Giakoumakis,20
Republic of Ireland,Greece,Greece,Giorgos Masouras,45
Bulgaria,Lithuania,Lithuania,Pijus Širvys,45
Bulgaria,Lithuania,Lithuania,Pijus Širvys,55
Denmark,Kazakhstan,Denmark,Jonas Wind,36
Denmark,Kazakhstan,Denmark,Robert Skov,45
Denmark,Kazakhstan,Denmark,Robert Skov,48
Denmark,Kazakhstan,Kazakhstan,Yan Vorogovsky,58
Hungary,Serbia,Hungary,Barnabás Varga,20
Hungary,Serbia,Serbia,Strahinja Pavlović,33
Hungary,Serbia,Hungary,Roland Sallai,34
Italy,Malta,Italy,Giacomo Bonaventura,23
Italy,Malta,Italy,Domenico Berardi,45
Italy,Malta,Italy,Domenico Berardi,64
Italy,Malta,Italy,Davide Frattesi,90
Northern Ireland,San Marino,Northern Ireland,Paul Smyth,5
Northern Ireland,San Marino,Northern Ireland,Josh Magennis,11
Northern Ireland,San Marino,Northern Ireland,Conor McMenamin,81
Slovenia,Finland,Slovenia,Benjamin Šeško,16
Slovenia,Finland,Slovenia,Benjamin Šeško,28
Slovenia,Finland,Slovenia,Erik Janža,90
Ukraine,North Macedonia,Ukraine,Heorhiy Sudakov,30
Ukraine,North Macedonia,Ukraine,Oleksandr Karavayev,90
Czech Republic,Faroe Islands,Czech Republic,Tomáš Souček,76
Georgia,Cyprus,Georgia,Otar Kiteishvili,46
Georgia,Cyprus,Georgia,Khvicha Kvaratskhelia,58
Georgia,Cyprus,Georgia,Levan Shengelia,82
Georgia,Cyprus,Georgia,Georges Mikautadze,90
Norway,Spain,Spain,Gavi,49
Poland,Moldova,Moldova,Ion Nicolaescu,26
Poland,Moldova,Poland,Karol Świderski,53
Romania,Andorra,Romania,Nicolae Stanciu,23
Romania,Andorra,Romania,Ianis Hagi,28
Romania,Andorra,Romania,Răzvan Marin,44
Romania,Andorra,Romania,Florinel Coman,50
Switzerland,Belarus,Switzerland,Xherdan Shaqiri,28
Switzerland,Belarus,Belarus,Max Ebong,61
Switzerland,Belarus,Belarus,Denis Polyakov,69
Switzerland,Belarus,Belarus,Dmitry Antilevsky,84
Switzerland,Belarus,Switzerland,Manuel Akanji,89
Switzerland,Belarus,Switzerland,Zeki Amdouni,90
Turkey,Latvia,Turkey,Yunus Akgün,58
Turkey,Latvia,Turkey,Cenk Tosun,84
Turkey,Latvia,Turkey,Kerem Aktürkoğlu,88
Turkey,Latvia,Turkey,Cenk Tosun,90
Wales,Croatia,Wales,Harry Wilson,47
Wales,Croatia,Wales,Harry Wilson,60
Wales,Croatia,Croatia,Mario Pašalić,75
Azerbaijan,Austria,Austria,Marcel Sabitzer,48
Belgium,Sweden,Sweden,Viktor Gyökeres,15
Belgium,Sweden,Belgium,Romelu Lukaku,31
Bosnia and Herzegovina,Portugal,Portugal,Cristiano Ronaldo,5
Bosnia and Herzegovina,Portugal,Portugal,Cristiano Ronaldo,20
Bosnia and Herzegovina,Portugal,Portugal,Bruno Fernandes,25
Bosnia and Herzegovina,Portugal,Portugal,João Cancelo,32
Bosnia and Herzegovina,Portugal,Portugal,João Félix,41
Gibraltar,Republic of Ireland,Republic of Ireland,Evan Ferguson,8
Gibraltar,Republic of Ireland,Republic of Ireland,Mikey Johnston,28
Gibraltar,Republic of Ireland,Republic of Ireland,Matt Doherty,60
Gibraltar,Republic of Ireland,Republic of Ireland,Callum Robinson,80
Greece,Netherlands,Netherlands,Virgil van Dijk,90
Iceland,Liechtenstein,Iceland,Gylfi Sigurðsson,22
Iceland,Liechtenstein,Iceland,Alfreð Finnbogason,44
Iceland,Liechtenstein,Iceland,Gylfi Sigurðsson,49
Iceland,Liechtenstein,Iceland,Hákon Arnar Haraldsson,63
Luxembourg,Slovakia,Slovakia,Dávid Ďuriš,77
England,Italy,Italy,Gianluca Scamacca,15
England,Italy,England,Harry Kane,32
England,Italy,England,Marcus Rashford,57
England,Italy,England,Harry Kane,77
Finland,Kazakhstan,Finland,Robert Taylor,28
Finland,Kazakhstan,Kazakhstan,Bakhtiyar Zaynutdinov,77
Finland,Kazakhstan,Kazakhstan,Bakhtiyar Zaynutdinov,89
Lithuania,Hungary,Lithuania,Fedor Černych,20
Lithuania,Hungary,Lithuania,Pijus Širvys,36
Lithuania,Hungary,Hungary,Dominik Szoboszlai,67
Lithuania,Hungary,Hungary,Barnabás Varga,82
Malta,Ukraine,Malta,Paul Mbong,12
Malta,Ukraine,Ukraine,Ryan Camenzuli,38
Malta,Ukraine,Ukraine,Artem Dovbyk,43
Malta,Ukraine,Ukraine,Mykhailo Mudryk,85
Northern Ireland,Slovenia,Slovenia,Adam Gnezda Čerin,5
San Marino,Denmark,Denmark,Rasmus Højlund,42
San Marino,Denmark,San Marino,Alessandro Golinucci,61
San Marino,Denmark,Denmark,Yussuf Poulsen,70
Serbia,Montenegro,Serbia,Aleksandar Mitrović,9
Serbia,Montenegro,Montenegro,Stevan Jovetić,36
Serbia,Montenegro,Serbia,Aleksandar Mitrović,74
Serbia,Montenegro,Serbia,Dušan Tadić,77
Kosovo,Israel,Kosovo,Milot Rashica,41
Israel,Switzerland,Switzerland,Ruben Vargas,36
Israel,Switzerland,Israel,Shon Weissman,88
Azerbaijan,Sweden,Azerbaijan,Emin Mahmudov,3
Azerbaijan,Sweden,Azerbaijan,Renat Dadashov,6
Azerbaijan,Sweden,Azerbaijan,Emin Mahmudov,89
Bulgaria,Hungary,Hungary,Martin Ádám,10
Bulgaria,Hungary,Bulgaria,Spas Delev,24
Bulgaria,Hungary,Bulgaria,Kiril Despodov,78
Bulgaria,Hungary,Hungary,Aleks Petkov,90
Cyprus,Spain,Spain,Lamine Yamal,5
Cyprus,Spain,Spain,Mikel Oyarzabal,22
Cyprus,Spain,Spain,Joselu,28
Cyprus,Spain,Cyprus,Kostas Pileas,75
Estonia,Austria,Austria,Konrad Laimer,25
